Station ID	Station.Code	Station name	Station ID	Station Code	longitude	latitude	Catch_area_km2	runoff_mm/yr	Depth (m)	Lake_area_km2	Forest_Area %	Cultivated_Area %	Peat_Area %	Glacier_Area %	Water_ex_lake_Area %	Heath_Area %	Lake_Area %	Res_time_years
3265	834-2-18	S?etj?rn	3265	834-2-18	8.114	59.9284	1.02	1225	7.17	0.15	0	0	0	0	13	87	14.7	0.86
3266	834-2-26	Vikvatnet	3266	834-2-26	8.2036	59.6084	36.17	894	10.17	0.53	77.4	0	0.8	0	1.5	20.3	1.5	0.5
3267	834-2-28	HOH 1367	3267	834-2-28	7.7895	59.9685	0.8	1272	3.06	0.24	0	0	0	0	35.3	64.7	30.2	0.73
3269	834-3-10	Vr?j?n	18013	834-604	8.0828	60.0349	92.72	838		2.59	0	0	1.1	0	2.8	96.1	2.8	0.5
3270	834-3-14	Lognvikvatn	3270	834-3-14	8.0989	59.6837	72.09	756	28.05	5.12	63.2	2	2.2	0	6.6	26	7.1	2.63
3271	834-4-5	Totak	3271	834-4-5	8.0158	59.6458	860.06	719	63.33	36.59	43.7	5.5	1.2	0	4.3	45.3	4.3	3.75
3272	834-4-7	Holmavatnet	3272	834-4-7	7.143	59.6795	53.88	2192	28.59	11.13	0	0	0	0	21.1	78.9	20.7	2.69
3273	901-1-55	Stavvatn	3273	901-1-55	8.9732	58.7161	1.06	971	2.56	0.06	87.6	0	3.1	0	6.2	3.1	5.7	0.5
3274	901-2-49	Mj?atnet	3274	901-2-49	9.0354	58.7563	6.5	940	10.99	0.68	86.3	0	1.8	0	11	0.9	10.5	1.22
3275	901-3-8	Dalsvatnet	3275	901-3-8	9.113	58.7536	18.95	868	22.43	2.45	79	0	0.8	0	15.9	4.3	12.9	3.34
3276	904-3-25	Sn?l?svatn	15712	904-12	8.4843	58.4754	10.99	1212		1.26	77.6	3.8	1.5	0	9.4	7.7	11.5	0.5
3277	912-2-4	Simonstadvatnet	3277	912-2-4	8.9799	58.7763	8.3	981	3.12	0.12	95.2	0.8	1.2	0	1.4	1.4	1.4	0.5
3278	912-2-14	Midtvatnet	3278	912-2-14	8.7439	58.6841	9.05	1034	4.41	0.3	87.8	1.2	3.2	0	3.2	4.6	3.3	0.5
3279	912-2-18	Lj?stadvatnet	3279	912-2-18	8.8901	58.7535	10.66	1037	3.87	0.44	88.8	0	2.2	0	5	4	4.1	0.5
3281	912-2-30	HOH 170	3281	912-2-30	8.9451	58.735	1.24	1034	3.11	0.11	87.6	1.9	3.8	0	5.7	1	8.9	0.5
3282	914-1-14	V?andstjern	3282	914-1-14	8.7524	58.6101	2.28	1015	5.45	0.07	92.2	0	1.6	0	5.5	0.7	3.1	0.5
3283	914-1-31	HOH 146	3283	914-1-31	8.7788	58.6437	0.9	992	5.7	0.09	72	0	1.3	0	12	14.7	10	0.57
3284	914-2-50	Stokkebuvatnet	18042	914-15	8.9693	58.6121	1.68	795		0.21	82.6	0	0	0	17.4	0	12.5	0.5
3285	919-2-19	?evatnet	3285	919-2-19	8.3726	58.6709	5.91	823	7.01	0.29	89.7	0	4.3	0	5	1	4.9	0.5
3286	928-1-17	Krokevatn	3286	928-1-17	8.2347	58.429	0.85	1203	1.03	0.07	83.3	0	3.8	0	9	3.9	8.2	0.5
3288	929-1-1	Eiklitj?rn	3288	929-1-1	8.4148	58.791	0.57	876	6.21	0.06	87.7	0	3.1	0	9.2	0	10.5	0.74
3289	929-1-5	Berlitj?rnane	3289	929-1-5	8.6171	58.8578	0.59	785	1.35	0.04	88.3	0	5	0	6.7	0	6.8	0.5
3290	929-1-20	Imetjern	3290	929-1-20	8.4962	58.7474	0.94	784	2.27	0.04	91.7	0	1.4	0	6.9	0	4.3	0.5
3291	929-1-22	?ytj?rn	3291	929-1-22	8.1251	58.8862	0.43	1308	6.82	0.04	78.3	0	6.5	0	13	2.2	9.2	0.5
3292	929-2-8	?vre Sk?vatn	3292	929-2-8	8.6639	58.7912	6.37	878	8.57	0.16	92.9	0	3.6	0	2.4	1.1	2.5	0.5
3293	929-2-25	Stemmevatn	3293	929-2-25	8.5747	58.9263	0.48	739	5.5	0.15	62.5	0	4.2	0	33.3	0	31.2	2.32
3294	929-2-26	Lauvlivatn	3294	929-2-26	8.2986	58.7986	4.17	1127	5.58	0.1	83.7	0	6.7	0	2.7	6.9	2.4	0.5
3295	929-3-23	M>vatn	18073	929-605	8.3577	58.8784	7.93	968		3.37	56	0	1.2	0	40.5	2.3	42.5	0.5
3296	937-2-1	Midtvatnet	3296	937-2-1	7.6524	58.4732	3.84	1333	2.19	0.2	81.9	0	8.4	0	4.8	4.9	5.2	0.5
3298	938-1-9	Longeraktj?rn	3298	938-1-9	7.9448	58.765	0.64	1077	5.74	0.08	78.6	0	1.4	0	11.4	8.6	12.6	0.67
3299	938-1-23	Kvivotnan	3299	938-1-23	7.175	58.9292	5.98	1705	6.79	0.08	0	0	0	0	1.3	98.7	1.3	0.5
3300	938-1-27	F?etj?rn	3300	938-1-27	7.861	58.7767	1.65	1028	5.39	0.04	43.9	0	0	0	2.9	53.2	2.4	0.5
3301	938-1-28	Hovotni	3301	938-1-28	7.7197	59.0386	2.05	1123	2.35	0.08	44.4	0	0	0	5.3	50.3	3.9	0.5
3302	938-1-29	Beritstj?rni	3302	938-1-29	7.919	58.7408	0.3	1156	1.6	0.04	0	0	7.1	0	17.9	75	13.3	0.5
3303	938-2-10	Skjevlevatni	3303	938-2-10	7.9965	58.8828	1.19	1221	8.35	0.22	40	0	2.5	0	18.3	39.2	18.4	1.26
3304	938-2-15	Fl?atnet	3304	938-2-15	7.2941	58.9463	1.39	1841	6.6	0.19	0	0	0.7	0	13.7	85.6	13.7	0.5
3305	938-3-24	Sandsvatnet	3305	938-3-24	7.9665	58.7971	22.84	1202	19.06	2.24	84.8	0	0.4	0	5.2	9.6	9.8	1.56
3306	938-4-1	?aksfjorden	3306	938-4-1	7.75	58.8505	2459.19	938	37.2	11.96	30.3	0.9	3.7	0	0.4	64.7	0.5	0.5
3307	940-1-4	Urdevotni	3307	940-1-4	7.3304	59.05	0.7	1625	4.39	0.08	2	0	2	0	8	88	11.5	0.5
3308	940-1-6	HOH 1220	3308	940-1-6	7.2034	59.2172	1.98	2449	3.99	0.07	0	0	0	0	16.3	83.7	3.5	0.5
3309	940-1-10	HOH 1114	3309	940-1-10	7.3722	59.122	0.46	1785	2.33	0.05	0	0	0	0	10	90	10.9	0.5
3310	940-1-11	HOH 1285	3310	940-1-11	7.1775	59.2352	0.17	2345	3.33	0.08	0	0	0	0	34.8	65.2	46.4	0.66
3311	940-1-13	HOH 1238	3311	940-1-13	7.1109	59.2007	0.56	2638	4.31	0.08	0	0	0	0	24	76	14.2	0.5
3312	940-1-24	HOH 1050	3312	940-1-24	7.6461	59.332	0.73	1285	1.85	0.05	6	0	0	0	10	84	6.8	0.5
3313	940-2-33	Hovdevatnet	3313	940-2-33	7.432	59.111	8.67	1423	3.32	0.11	63.8	0	0	0	1.2	35	1.3	0.5
3314	940-2-51	Langevatn	3314	940-2-51	7.7229	59.0617	4.87	1172	15.2	0.4	44.9	0	0	0	9.9	45.2	8.2	1.07
3315	940-2-52	?vre Krokvatnet	3315	940-2-52	7.3736	59.1954	2.04	1961	8.48	0.18	0	0	0	0	10.3	89.7	8.8	0.5
3316	940-2-53	Ljomsvatnet	3316	940-2-53	7.6043	59.1769	1.7	1159	9.78	0.32	1.3	0	0	0	8	90.7	18.8	1.59
3317	941-1-3	HOH 1110	3317	941-1-3	7.1427	59.6234	0.58	2107	1.53	0.04	0	0	0	0	16.7	83.3	6.9	0.5
3318	941-1-8	HOH 1168	3318	941-1-8	6.987	59.512	1.57	2535	4.3	0.07	0	0	0	0	4.3	95.7	4.4	0.5
3319	941-1-15	HOH 1040	3319	941-1-15	6.992	59.2961	3.14	2218	4.12	0.05	0	0	0	0	1.5	98.5	1.6	0.5
3320	941-1-18	HOH 1260	3320	941-1-18	6.9056	59.2141	0.37	2236	2.85	0.04	0	0	0	0	18.8	81.2	10.7	0.5
3321	941-1-30	HOH 1221	3321	941-1-30	6.8762	59.2127	1.18	2641	2.93	0.08	0	0	0	0	2.5	97.5	6.8	0.5
3322	941-2-2	HOH 1238	3322	941-2-2	7.596	59.457	3.15	1586	9.31	0.1	0	0	0	0	3	97	3.2	0.5
3323	941-2-17	Reinevasstj?rni	3323	941-2-17	7.2088	59.4064	1.21	2300	5.59	0.29	0	0	0	0	19.8	80.2	23.9	0.58
3324	941-2-32	HOH 1080	3324	941-2-32	6.8549	59.3371	1.27	2513	3.95	0.13	0	0	0	0	26.4	73.6	10.2	0.5
3325	941-2-34	Den lange tj?rni	3325	941-2-34	7.2353	59.6539	0.84	1785	8.6	0.13	0	0	0	0	14.7	85.3	15.4	0.74
3326	941-3-5	Reinevatn	3326	941-3-5	7.2189	59.4005	15.49	2263	14.48	2.86	0	0	0	0	17.2	82.8	18.5	1.18
3327	941-3-12	Breivevatnet	3327	941-3-12	7.2987	59.5673	108.25	1438	13.36	1.13	9.8	0	0.7	0	1.1	88.4	1	0.5
3328	941-3-13	Ormsavatnet	3328	941-3-13	7.1665	59.5062	98.48	2010	24.3	3.11	4.7	0	1.2	0	4.4	89.7	3.2	0.5
3329	941-3-18	Urdevatnet	3329	941-3-18	7.0184	59.5755	9.37	2146	18.43	1.5	0	83.5	0	0	14.7	1.8	16	1.38
3330	941-4-2	Store Urevatn	3330	941-4-2	7.1872	59.4585	54.09	2174	32.42	14.61	0	0	0	0	12.5	87.5	27	4.03
3331	1001-1-55	Skeivatnet	3331	1001-1-55	7.8625	58.2212	0.74	1292	7.61	0.05	88	0	4	0	6	2	6.7	0.5
3333	1002-1-62	Vr?atn	3333	1002-1-62	7.4024	58.0873	0.71	1713	7.02	0.06	79	6.5	4.8	0	9.7	0	8.4	0.5
3334	1003-1-16	HOH 130	3334	1003-1-16	6.7592	58.2138	1.14	1725	8.15	0.06	75.2	0	2.9	0	6.7	15.2	5.2	0.5
3335	1003-1-18	HOH 14	3335	1003-1-18	6.8741	58.0967	0.24	1211	5.42	0.06	86.94	3.61	0.83	0	0	8.62	24.7	1.11
3336	1003-2-2	Brastadvatnet	3336	1003-2-2	6.6861	58.0983	5.29	864	3.69	0.18	20.1	70.4	2.5	0	4.5	2.5	3.4	0.5
3337	1004-1-2	Engelsvatnet	3337	1004-1-2	6.6643	58.227	0.33	1672	7.77	0.07	77.1	0	2.9	0	20	0	21	0.98
3338	1004-1-21	Skultj?rnan	3338	1004-1-21	6.6371	58.5364	0.98	2213	9.11	0.07	0	0	0	0	6.9	93.1	7.1	0.5
3339	1004-1-22	Skrubbedalstj?rna	3339	1004-1-22	6.6406	58.6056	0.21	2258	5.51	0.07	3.5	0	0	0	2.8	93.7	33.8	0.82
3340	1004-2-6	Djupvatnet	3340	1004-2-6	6.7144	58.4996	0.84	2004	11.62	0.13	0	0	0	0	12.9	87.1	15.5	0.9
3341	1017-1-14	Gyvatnet	3341	1017-1-14	7.7132	58.2891	1.67	1319	8.04	0.05	86.2	0	3.8	0	3.8	6.2	3	0.5
3342	1017-1-31	Gardvatnet	3342	1017-1-31	7.5974	58.3186	1.06	1233	4.46	0.05	88.4	0	2.7	0	4.5	4.4	4.7	0.5
3343	1021-1-27	Grunnevatnet	3343	1021-1-27	7.5973	58.2466	0.46	1420	3.66	0.06	80	0	13.8	0	6.3	-0.1	13.1	0.5
3344	1021-1-61	Kringlevatnet	3344	1021-1-61	7.6665	58.1887	0.67	1514	3.66	0.05	82.1	3	6	0	7.5	1.4	7.4	0.5
3345	1026-1-6	HOH 737	3345	1026-1-6	7.1909	58.6646	3.23	2451	6.1	0.08	0	0	1.5	0	2.5	96	2.5	0.5
3346	1026-1-10	HOH 875	3346	1026-1-10	7.2006	58.8296	0.37	1859	3.53	0.05	0	0	0	0	9.5	90.5	13.5	0.5
3347	1026-2-10	Kjosevatn	3347	1026-2-10	7.6396	58.7502	13.72	1348	8.29	0.59	58.2	0	0	0	3.9	37.9	4.3	0.5
3348	1026-2-20	Storevatn	3348	1026-2-20	7.4308	58.7665	1.2	1698	6.66	0.13	11.8	0	0	0	7.9	80.3	10.8	0.5
3349	1026-2-25	Storevatnet	3349	1026-2-25	7.3325	58.5448	6.72	1924	13.12	0.83	35.8	0	1.5	0	11.9	50.8	12.3	0.84
3350	1026-2-27	Storevatn	3350	1026-2-27	7.347	58.8392	11.96	1688	10.78	0.24	25.4	0	0	0	1.9	72.7	2	0.5
3351	1026-2-28	Sandvatn	3351	1026-2-28	7.1646	58.7748	4.69	2191	10.24	0.56	0	0	0	0	12.1	87.9	11.9	0.56
3352	1026-3-3	Langevatnet	3352	1026-3-3	7.3663	58.8126	168.46	1736	25.69	2.13	8.2	0	0.6	0	1.5	89.7	1.3	0.5
3353	1026-3-18	Storevatnet	3353	1026-3-18	7.2289	58.7506	6.34	2111	18.2	2.14	0	0	0.2	0	44.1	55.7	33.8	2.91
3354	1026-3-19	Ljoslandsvatnet	3354	1026-3-19	7.3711	58.7536	259.56	1815	16.72	1.51	9.4	0.2	0.8	0	0.5	89.1	0.6	0.5
3355	1029-1-26	Vass?ervatnet	3355	1029-1-26	7.3929	58.0723	2.09	1672	3.54	0.04	87	2	1.5	0	2.5	7	1.9	0.5
3356	1032-2-4	Jovatnet	3356	1032-2-4	7.128	58.17	1.87	1663	8.33	0.21	37.5	0	3.4	0	7.5	51.6	11.2	0.56
3357	1032-2-13	Hagevatnet	3357	1032-2-13	7.087	58.1946	3.8	1766	7.6	0.11	24	0	2.9	0	2.9	70.2	2.9	0.5
3358	1034-1-4	Grantj?rni	3358	1034-1-4	7.1202	58.583	2.33	1882	5.61	0.07	5.7	0	8.8	0	3.1	82.4	3	0.5
3359	1034-2-7	Surtevatnet	3359	1034-2-7	7.1747	58.6044	7.13	2069	11.83	0.85	0	0	2.8	0	11.4	85.8	11.9	0.68
3360	1034-2-22	Bj?rnvatnet	3360	1034-2-22	7.2408	58.5706	1.87	2217	6.04	0.23	14.9	0	8.2	0	15.7	61.2	12.3	0.5
3361	1037-1-9	HOH 619	3361	1037-1-9	6.9745	58.726	6.01	2127	5.51	0.05	2.6	0	3.4	0	0.9	93.1	0.8	0.5
3362	1037-1-13	Husbrytj?rn	3362	1037-1-13	6.981	58.4368	0.79	1746	4.69	0.09	72.9	0	7.1	0	12.9	7.1	11.4	0.5
3363	1037-2-14	Hellartjern	3363	1037-2-14	7.039	58.7232	2.49	2182	4.9	0.13	0	0	0	0	5.7	94.3	5.2	0.5
3365	1046-1-8	Sm?j?rnan	3365	1046-1-8	6.803	58.6433	1.03	1847	2.37	0.07	1.2	0	4.7	0	7.9	86.2	6.8	0.5
3366	1046-1-11	HOH 573	3366	1046-1-11	6.7212	58.7803	4.05	2294	6.5	0.07	3.8	0	0	0	2.2	94	1.7	0.5
3367	1046-1-12	HOH 760	3367	1046-1-12	6.6395	58.807	0.39	2498	4.18	0.06	0	0	0	0	8.6	91.4	15.5	0.5
3368	1046-1-15	HOH 1041	3368	1046-1-15	6.6282	58.9393	0.24	2987	2	0.06	0	0	0	0	18.2	81.8	25.4	0.5
3369	1046-1-20	Litle Svartevatnet	3369	1046-1-20	6.4878	58.6566	4.5	2933	4.83	0.05	11.6	0	0	0	1.3	87.1	1.1	0.5
3370	1046-1-24	HOH 944	3370	1046-1-24	6.6701	58.9625	0.32	2787	8	0.09	0	0	0	0	27.3	72.7	28.3	0.81
3371	1046-1-29	Hyttevatnan	3371	1046-1-29	6.9197	58.7585	0.23	2251	5.06	0.06	0	0	0	0	11.6	88.4	25.6	0.58
3372	1046-1-30	HOH 739	3372	1046-1-30	6.5483	58.7847	8.69	2728	7.39	0.06	0	0	0	0	11.1	88.9	0.7	0.5
3373	1046-1-33	HOH 850	3373	1046-1-33	6.5917	58.857	0.84	2654	3.17	0.05	0	0	0	0	7.1	92.9	6	0.5
3374	1046-2-9	HOH 860	3374	1046-2-9	7.1018	58.941	8.71	1887	8.77	0.22	0	0	0	0	1.7	98.3	2.5	0.5
3375	1046-2-12	Indre Skeidsvatn	3375	1046-2-12	6.6512	58.7843	2.98	2434	13.11	0.24	0	0	0	0	7.1	92.9	8	0.5
3376	1046-2-15	Krokevatn	3376	1046-2-15	6.8968	58.8157	3.9	2230	11.75	0.22	0	0	0	0	5	95	5.6	0.5
3377	1046-2-17	?mundsvatnet	3377	1046-2-17	6.7973	58.6142	12.16	1877	6.79	0.78	1.7	0	6.5	0	10.1	81.7	6.4	0.5
3378	1046-2-21	Falketj?rnene	3378	1046-2-21	7.0472	58.937	6.99	2057	5.15	0.14	0	0	0	0	2.2	97.8	2	0.5
3379	1046-2-23	Vassfellet	3379	1046-2-23	6.8077	58.9951	3.06	2442	4.99	0.11	0	0	0	0	7.7	92.3	3.6	0.5
3380	1046-2-24	Fl?atnet	3380	1046-2-24	6.802	58.5821	1.25	2067	4.51	0.17	0.9	0	7.9	0	14	77.2	13.6	0.5
3381	1046-2-30	Avedalsvatnet	3381	1046-2-30	6.7689	58.6257	33.19	1787	2.59	0.17	13.1	0	2.1	0	0.5	84.3	0.5	0.5
3382	1046-3-9	Guddelvatnet	3382	1046-3-9	6.9021	58.7956	35.95	2195	14.09	1.46	0	0	0	0	5.8	94.2	4.1	0.5
3383	1046-3-15	Storavatnet	3383	1046-3-15	6.9702	58.8354	8.95	2011	9.64	1.09	0	0	0	0	13.4	86.6	12.2	0.58
3384	1046-3-17	Degjevatnet	3384	1046-3-17	6.7568	58.9547	62.84	2401	14.77	1.04	0	0	0	0	1.4	98.6	1.7	0.5
3385	1046-3-20	Bj?rnestadvatnet	3385	1046-3-20	6.6172	58.6621	19.62	2368	35.57	1.29	14.8	0	0	0	19.8	65.4	6.6	0.99
3386	1046-3-21	Langavatn	3386	1046-3-21	6.6287	58.8144	12.89	2425	11.89	1.13	0	0	0	0	3	97	8.8	0.5
3387	1101-3-8	Revsvatnet	3387	1101-3-8	6.1226	58.4677	7.71	1829	22.86	1.37	89.9	0.5	0.4	0	2.4	6.8	17.8	2.22
3388	1102-1-35	Auratj?rna	3388	1102-1-35	6.0514	58.8619	0.62	1848	11.28	0.09	7.7	0	0	0	11.5	80.8	14.5	0.88
3389	1102-2-14	Skjelbreidtj?rna	3389	1102-2-14	5.8617	58.8264	33.48	1532	7.63	0.53	5	7.4	1.3	0	13.9	72.4	1.6	0.5
3390	1111-1-1	?ygardstj?rna	3390	1111-1-1	6.4161	58.4215	0.51	2144	6.09	0.08	0	0	0	0	17	83	15.8	0.5
3391	1112-1-10	Saurtj?rni	3391	1112-1-10	6.307	58.5084	2.94	1952	12.44	0.07	2.5	0	2.5	0	2.5	92.5	2.4	0.5
3392	1112-2-7	Glessjor	3392	1112-2-7	6.3624	58.5392	8.93	2154	15.79	0.25	28.2	0	0.2	0	2.8	68.8	2.8	0.5
3393	1112-4-1	Lundevatnet	3393	1112-4-1	6.4756	58.3006	1889.64	2224	163.01	25.93	10	1	2.1	0	1.3	85.6	1.4	1.01
3394	1114-1-7	Hellevatnet	3394	1114-1-7	6.1249	58.623	1.47	2155	11.22	0.08	1.6	0	1.1	0	4.2	93.1	5.4	0.5
3395	1114-1-8	HOH 710	3395	1114-1-8	6.4605	58.7319	0.44	3069	6.95	0.05	0	0	0	0	13.3	86.7	11.4	0.5
3396	1114-1-21	Holatj?rni	3396	1114-1-21	6.4731	58.6765	0.3	2973	9.49	0.05	0	0	0	0	17.6	82.4	16.8	0.53
3397	1114-1-33	HOH 690	3397	1114-1-33	6.4608	58.6919	0.58	2974	4.76	0.06	0	0	0	0	6.4	93.6	10.4	0.5
3398	1114-2-4	HOH 712	3398	1114-2-4	6.6	58.7248	1.04	2784	7.28	0.13	0	0	0	0	5.2	94.8	12.4	0.5
3399	1114-2-25	Butj?rnane	3399	1114-2-25	5.9047	58.6138	4.95	2230	5.95	0.14	1.2	0	3.1	0	2.9	92.8	2.8	0.5
3400	1114-3-2	R?yslandsvatnet	3400	1114-3-2	5.9865	58.654	34.83	1969	15.03	1.15	18.2	1.8	1.7	0	3.2	75.1	3.3	0.5
3401	1114-3-4	Hofreist?atnet	3401	1114-3-4	6.1629	58.6682	255.57	2060	34.81	2.66	18.4	0.4	1.7	0	1.1	78.4	1	0.5
3402	1114-3-10	Indre Vinjavatnet	3402	1114-3-10	6.2193	58.7479	16.04	2291	36.37	1.08	6.8	0	1.3	0	7.4	84.5	6.7	1.07
3403	1119-1-25	Lauv?vatnet	3403	1119-1-25	5.8415	58.5171	0.84	1637	5.07	0.07	0	1.4	0	0	2	96.6	8.3	0.5
3404	1120-3-1	Horpestadvatnet	3404	1120-3-1	5.5558	58.7369	78.5	981	3.95	1.39	0	75.1	0	0	18.8	6.1	1.8	0.5
3405	1121-2-17	Snorestadtj?rnane	3405	1121-2-17	5.8361	58.6912	3.26	1762	5.6	0.11	0.3	0	2.2	0	3.5	94	3.4	0.5
3406	1122-1-2	HOH 850	3406	1122-1-2	6.5588	58.8456	0.43	2637	3.75	0.05	0	0	0	0	7.5	92.5	11.6	0.5
3407	1122-1-3	HOH 770	3407	1122-1-3	6.3299	58.8118	1.54	2712	4.3	0.06	0	0	0	0	7.5	92.5	3.9	0.5
3408	1122-1-4	Kalvedalsvatnet	3408	1122-1-4	6.3307	58.807	2.68	2712	8.88	0.1	0	0	0	0	6.8	93.2	3.7	0.5
3409	1122-1-12	Langatj?rn	3409	1122-1-12	6.5396	58.9136	0.94	2931	6.63	0.06	0	0	0	0	4.1	95.9	6.4	0.5
3410	1122-1-16	Kringlelitj?rna	3410	1122-1-16	5.9315	58.7183	2.69	1493	6.23	0.07	26.2	0	2.2	0	2.6	69	2.6	0.5
3411	1122-1-31	Langavatn	3411	1122-1-31	6.1951	58.8006	0.71	2604	4.91	0.1	0	0	0	0	21.6	78.4	14.1	0.5
3412	1122-2-2	HOH 941	3412	1122-2-2	6.5477	58.8959	1.28	2988	7.27	0.11	0	0	0	0	12.7	87.3	8.6	0.5
3413	1122-2-18	?vre Bergsvatnet	3413	1122-2-18	5.9544	58.8037	0.64	1794	8.84	0.13	7.1	0	0	0	18.6	74.3	20.4	1.01
3415	1129-1-15	Reinstj?rn	3415	1129-1-15	6.8549	59.1303	0.42	2230	7.71	0.08	0	0	0	0	13.1	86.9	19	0.66
3416	1129-1-23	HOH 1102	3416	1129-1-23	6.7665	59.1247	0.87	2823	8.75	0.1	0	0	0	0	10.2	89.8	11.5	0.5
3417	1129-1-28	Kleggadalsvatn	3417	1129-1-28	6.6746	59.1599	5.22	2720	12.61	0.08	0	0	0	0	1.9	98.1	1.5	0.5
3418	1129-1-32	Tj?rna	3418	1129-1-32	6.1836	58.9031	3.73	1688	2.86	0.07	6.3	4.7	2.1	0	1.1	85.8	1.9	0.5
3419	1129-1-36	HOH 1080	3419	1129-1-36	6.8029	59.1726	0.82	2998	5.62	0.08	0	0	0	0	7.7	92.3	9.7	0.5
3420	1129-2-3	S?re Erevikvatnet	3420	1129-2-3	6.0598	58.9271	2.41	1398	6.43	0.14	62.4	4.8	0	0	4.6	28.2	5.8	0.5
3421	1129-2-9	HOH 967	3421	1129-2-9	6.7283	59.163	0.77	3017	6.23	0.02	0	0	0	0	24.5	75.5	2.6	0.5
3422	1129-2-11	Troppevatnet	3422	1129-2-11	6.178	59.0006	2.1	2315	16.53	0.35	39	0	0.5	0	17.5	43	16.7	1.19
3423	1129-2-12	HOH 1029	3423	1129-2-12	6.7149	59.1546	0.37	3208	11.5	0.11	0	0	0	0	33.3	66.7	29.9	1.07
3424	1129-2-15	Vongsatj?rnane	3424	1129-2-15	6.4028	59.0731	0.42	2468	9.55	0.12	0	0	0	0	25	75	28.4	1.1
3425	1129-2-28	Rundatj?rna	3425	1129-2-28	6.3691	59.064	0.99	2486	12.18	0.11	0	0	0	0	17.2	82.8	11.1	0.55
3426	1129-2-53	Svartavatnet	3426	1129-2-53	6.4123	58.9756	2.24	2874	10.15	0.18	0	0	0	0	7.3	92.7	8.1	0.5
3427	1129-3-15	Haukalivatnet	3427	1129-3-15	6.1743	58.9293	13.51	1796	44.95	1.63	35.5	1.1	0.8	0	12.3	50.3	12.1	3.02
3428	1130-3-14	Vostervatnet	3428	1130-3-14	6.0012	59.1064	11.3	1667	21.04	2.62	57.9	0	0.5	0	27.1	14.5	23.2	2.93
3429	1133-1-18	HOH 920	3429	1133-1-18	6.5167	59.1755	0.97	3026	2.96	0.04	0	0	0	0	3.8	96.2	4.1	0.5
3430	1133-1-24	Eikelivatnet	3430	1133-1-24	6.3402	59.2531	0.58	2263	16.89	0.08	78.2	0	0	0	21.8	0	13.9	1.04
3431	1133-1-30	HOH 1080	3431	1133-1-30	6.7393	59.3136	0.23	2880	3.77	0.05	0	0	0	0	11.5	88.5	22.1	0.5
3432	1133-2-1	Heimra Svartavatnet	3432	1133-2-1	6.5301	59.3371	6.01	2598	26.33	0.23	9.2	0	0	0	3.8	87	3.8	0.5
3433	1133-2-16	Holmavatnet	3433	1133-2-16	6.674	59.2538	3.28	2511	13.15	0.23	0	0	0	0	22	78	7	0.5
3434	1133-2-23	HOH 1111	3434	1133-2-23	6.8081	59.221	9.79	2849	11.08	0.15	0	0	0	0	2.1	97.9	1.5	0.5
3435	1133-2-29	Brokavatnet	3435	1133-2-29	6.2293	59.0756	0.87	3063	13.03	0.22	0	0	0	0	17.4	82.6	25.2	1.07
3436	1133-2-603	?.Tysdalsvatn	3436	1133-2-603	6.2587	59.1377	154.73	2201	85.93	8.98	5.8	0.1	1.3	0	5.8	87	5.8	2.27
3437	1134-1-27	HOH 1250	3437	1134-1-27	6.9309	59.557	0.87	2538	8	0.06	0	0	0	0	11.1	88.9	6.9	0.5
3438	1134-2-8	Leird?svatna	3438	1134-2-8	6.9462	59.4904	34.71	2818	9.71	0.58	0	0	0	0	13.8	86.2	1.7	0.5
3439	1134-2-24	Heimsvatnet	3439	1134-2-24	6.3083	59.4527	7.69	2846	12.81	0.47	55.2	0	0.4	0	6.2	38.2	6.1	0.5
3440	1134-3-6	Kald?atn	3440	1134-3-6	6.7982	59.4732	15.41	3055	22.67	1.26	0	0	0	0	9.7	90.3	8.2	0.61
3441	1135-1-19	HOH 666	3441	1135-1-19	6.5634	59.7216	12.19	2498	6.64	0.07	1.3	0	0	0	5.3	93.4	0.6	0.5
3442	1135-2-10	L?yndardalsvatnet	3442	1135-2-10	6.3586	59.7521	5.59	3571	9.02	0.19	0	0	0.4	0	3.4	96.2	3.4	0.5
3443	1135-2-13	S?re Dyrskardsvatnet	3443	1135-2-13	6.5952	59.8292	1.54	3469	12.49	0.19	0	0	0	0	13.2	86.8	12.3	0.5
3444	1135-3-3	F?rstadvatnet	3444	1135-3-3	6.5612	59.6948	74.73	2921	20.84	1.56	15.9	0	0	0	23.8	60.3	2.1	0.5
3445	1146-1-5	Bongsatj?rna	3445	1146-1-5	5.4387	59.4196	0.19	1537	3.78	0.05	0	0	5	0	12.5	82.5	26.7	0.66
3446	1146-1-26	Lauvskardvatnet	3446	1146-1-26	5.7213	59.3593	0.65	2173	4.79	0.07	32.9	0	0	0	10	57.1	10.8	0.5
3447	1146-2-6	?navatnet	3447	1146-2-6	5.4309	59.3636	1.15	1514	7.07	0.24	0	0	4.6	0	22.2	73.2	20.9	0.98
3448	1146-2-19	Vadvatnet	3448	1146-2-19	5.4412	59.3091	0.95	1403	2.76	0.14	3	0	4	0	14	79	14.8	0.5
3449	1146-2-22	G?avatnet	3449	1146-2-22	5.5691	59.3843	2.07	1855	6.45	0.25	72.7	0	0.5	0	12.2	14.6	12.1	0.5
3450	1149-1-6	Steinsvatnet	3450	1149-1-6	5.3611	59.3037	0.3	1476	3.95	0.07	0	0	9.1	0	31.8	59.1	23.7	0.63
