Station ID	Station.Code	Station name	Station ID	Station Code	longitude	latitude	Catch_area_km2	runoff_mm/yr	Depth (m)	Lake_area_km2	Forest_Area %	Cultivated_Area %	Peat_Area %	Glacier_Area %	Water_ex_lake_Area %	Heath_Area %	Lake_Area %	Res_time_years
3080	513-2-15	Kroketj?rni	3080	513-2-15	8.1218	61.9667	1.39	745	6.64	0.15	0	0	0	0	11.5	88.5	10.8	0.96
3081	513-2-27	Styggvatnet	3081	513-2-27	7.7169	61.7583	9.04	1608	10.72	0.17	0	0	0	50	2.1	47.9	1.9	0.5
3082	514-1-1	Urdadalstj?rnin	3082	514-1-1	8.3998	61.5451	3.34	1224	8.2	0.08	0	0	0	0	3.5	96.5	2.4	0.5
3083	514-1-10	Sjugurdtindtj?rni	3083	514-1-10	8.5719	61.4848	0.17	1283	4.68	0.05	0	0	0	0	8.3	91.7	29.8	1.09
3084	514-1-29	Brangsdalstj?rnin	3084	514-1-29	8.0915	61.6258	1.9	1092	2.25	0.05	0	0	0	16.6	3.3	80.1	2.6	0.5
3085	514-2-26	Panna	3085	514-2-26	8.298	61.5483	5.07	1291	2.93	0.12	0	0	0	0	2.2	97.8	2.4	0.5
3086	515-1-23	Skytningen	3086	515-1-23	9.0285	61.8137	0.99	446	3	0.04	28.6	0	1.4	0	5.7	64.3	4.1	0.5
3087	515-2-1	Tj?rnosen	3087	515-2-1	9.0089	61.5938	6.87	752	2.87	0.13	0	0	1.2	0	1.9	96.9	1.9	0.5
3088	515-2-24	Birisj?en	3088	515-2-24	8.9641	61.5709	9.72	607	4.27	0.42	30.3	0	4.3	0	4.6	60.8	4.3	0.5
3089	516-2-8	Nedre Sikkilsdalsvatnet	3089	516-2-8	9.0317	61.4824	23.29	751	3.76	0.46	30.4	0	0.9	0	2	66.7	2	0.5
3090	516-3-36	Store ?revatnet	3090	516-3-36	9.158	61.5014	66.14	548	8.94	1.99	29.6	0	1.1	0	3.2	66.1	3	0.5
3091	517-1-16	HOH 1506	3091	517-1-16	9.6984	61.9074	0.92	757	8.71	0.09	0	0	0	0	8	92	9.8	1.12
3092	519-1-6	Sprentj?rna	3092	519-1-6	9.5504	61.4477	1.96	655	2.37	0.07	0	0	0.5	0	3.5	96	3.6	0.5
3093	519-2-12	Nordre Vulutj?rni	3093	519-2-12	10.017	61.8238	6.39	787	12.4	0.18	0	0	1.8	0	2.7	95.5	2.8	0.5
3094	519-2-29	Vesle Jetningen	3094	519-2-29	9.8166	61.4759	13.35	429	2.4	0.26	67.8	0	19.8	0	2.1	10.3	1.9	0.5
3095	520-1-11	Urdtjern	3095	520-1-11	10.0931	61.6683	3.47	517	1.81	0.06	0	2.1	4.7	0	2	91.2	1.7	0.5
3096	520-1-31	Steinslatj?rnet	3096	520-1-31	10.6039	61.4634	1.11	790	1.08	0.04	0	0	5.4	0	2.2	92.4	3.6	0.5
3097	521-2-14	Tromstj?rn	3097	521-2-14	10.5066	61.4068	5.13	533	4.17	0.19	54.3	0.8	14.5	0	1.9	28.5	3.7	0.5
3098	521-3-5	Lyngen	3098	521-3-5	10.7657	61.3734	9.2	741	2.06	1.29	1.3	0	40.9	0	19.6	38.2	14	0.5
3099	522-1-13	Skruvdalstjernet	3099	522-1-13	9.5411	61.2122	3.19	494	1.12	0.05	69	0	12.1	0	1.7	17.2	1.6	0.5
3100	522-3-4	?vre Reinsj?en	3100	522-3-4	9.5794	61.2016	12.71	488	5.06	1.13	48.1	0	3.9	0	8.8	39.2	8.9	0.92
3101	522-3-16	Espedalsvatnet	3101	522-3-16	9.494	61.4386	94.49	434	11.26	4.33	42.9	0	0.6	0	6	50.5	4.6	1.19
3102	528-1-22	Fj?utjern	3102	528-1-22	11.0605	60.5986	1.45	650	2.6	0.05	63.2	0	31.6	0	2.3	2.9	3.4	0.5
3103	528-2-6	M?rksj?en	3103	528-2-6	11.0248	60.5204	11.94	693	5.55	0.14	83.2	0	7.8	0	1	8	1.2	0.5
3104	529-3-35	Skjelbreia	17854	529-601	10.5792	60.6229	25.49	575		2.67	67	5.6	13.6	0	10	3.8	10.5	0.5
3105	532-1-3	Fagervatnet	3105	532-1-3	10.4963	60.1979	2.01	671	4.96	0.06	87.8	0	4.8	0	2.5	4.9	3	0.5
3106	533-3-17	Mylla	3106	533-3-17	10.6013	60.2425	18.27	646	11.57	1.7	83.9	0.8	1.6	0	11.4	2.3	9.3	1.67
3107	534-5-1	Randsfjorden	3107	534-5-1	10.3719	60.2337	3699.03	413	63.22	139.23	57.2	5.6	11.1	0	3.8	22.3	3.8	5.76
3108	536-1-12	Brokslitjernet	3108	536-1-12	10.2988	60.8026	0.54	438	1.72	0.04	77.7	0	15.3	0	5.4	1.6	7.4	0.5
3109	536-2-53	Kvitingen	17867	536-603	10.0447	60.7029	3.82	554		0.05	83.3	0	6.5	0	10.2	0	1.3	0.5
3110	538-1-20	Kolsrudvatnet	3110	538-1-20	10.2165	60.8926	1.24	457	0.93	0.05	83.6	0	14.3	0	2.1	0	4	0.5
3111	538-2-2	Vangsj?en	3111	538-2-2	9.9906	60.8773	0.35	479	10.05	0.13	44.9	0	0	0	96.1	-41	37	7.77
3112	540-2-21	Holmevatnet	3112	540-2-21	9.9118	60.7365	8.54	557	3.15	0.49	82.3	0	9.5	0	5.8	2.4	5.7	0.5
3113	540-2-22	?yvatnet	3113	540-2-22	9.8013	60.7781	0.64	452	4.72	0.15	75.7	0	2.9	0	21.4	0	23.3	2.43
3114	540-3-18	Vangen	17876	540-608	9.3661	60.6479	6.12	542		1.24	79.7	0	1.4	0	17.4	1.5	20.3	0.5
3115	541-2-3	Grannst?ltjernet	3115	541-2-3	9.6937	61.0473	0.53	678	9.14	0.08	87.3	0	7.6	0	4.8	0.3	15	2.02
3116	542-1-19	Nisetjernet	3116	542-1-19	9.4399	61.1214	16.43	557	1.73	0.04	0.4	0	3.6	0	0.4	95.6	0.2	0.5
3117	542-1-25	Nordre Valegrovtjernet	3117	542-1-25	9.4148	61.0827	0.76	575	2.19	0.06	0	0	16	0	8	76	7.9	0.5
3118	542-3-6	H?evatn	3118	542-3-6	9.2424	60.818	5.09	507	9.01	1.25	62.2	0	2	0	24.5	11.3	24.6	4.37
3119	542-3-8	Stogofjorden	3119	542-3-8	9.2059	60.8115	17.46	503	12.45	1.21	24.7	0	0.8	0	7.3	67.2	6.9	1.72
3120	543-3-2	Vasetvatnet	3120	543-3-2	8.9851	60.996	82.8	550	5.89	1.01	14.8	0	7.9	0	1	76.3	1.2	0.5
3121	543-4-4	Storfjorden	3121	543-4-4	8.8709	60.91	406.4	620	13.03	12.92	17.2	0	8.3	0.1	3.2	71.2	3.2	0.67
3122	544-1-2	HOH 955	3122	544-1-2	9.1797	61.1444	0.38	445	3.93	0.04	74	0	8	0	8	10	10.6	0.94
3123	544-1-27	HOH 1198	3123	544-1-27	8.8465	61.2947	0.21	981	1.77	0.05	0	0	0	0	20	80	24.3	0.5
3124	544-2-10	Fisketjerni	3124	544-2-10	8.7913	61.3964	3.68	1081	0.68	0.19	0	0	0	0	5	95	5.2	0.5
3125	544-2-11	Nordre Vindin	3125	544-2-11	9.0261	61.1953	1.92	441	4.13	0.25	83.1	0	1.3	0	15.6	0	13	1.22
3126	545-1-24	Myrjetjernet	3126	545-1-24	8.2879	61.3446	2.16	1317	4.47	0.07	0	0	0	0	3.2	96.8	3.2	0.5
3127	545-1-32	Tvindehaugtjernet	3127	545-1-32	8.3139	61.3236	2.49	1303	2.68	0.09	0	0	0	0	3.8	96.2	3.6	0.5
3128	545-2-4	HOH 1337	3128	545-2-4	8.1563	61.2273	1.98	1260	2.94	0.1	0	0	0	0	5	95	5.1	0.5
3129	545-2-13	Fussegrovtj?rni	3129	545-2-13	8.2843	61.0883	3.89	1052	6.04	0.14	0	0	0	0	4.1	95.9	3.6	0.5
3130	545-2-17	Langetjernet	3130	545-2-17	8.5948	61.2319	10.2	1342	31.56	2.12	0	0	0	0	10	90	20.8	4.89
3131	545-2-25	Seksin	3131	545-2-25	8.7381	61.3165	7.2	1054	8.79	0.54	0	0	4.3	0	8.7	87	7.5	0.63
3132	545-3-7	Helin	3132	545-3-7	8.7381	61.0059	57.14	829	38.64	9.47	26.8	0	0.9	0	16.9	55.4	16.6	7.72
3133	545-3-19	Nedre ?dalsvatnet	3133	545-3-19	8.1758	61.2358	8.94	1214	16.11	1.52	0	0	0	0	15.4	84.6	17	2.26
3134	545-4-1	Bygdin	3134	545-4-1	8.7971	61.3282	304.9	1026	72.64	39.89	0	0	0.5	3.6	13.1	82.8	13.1	9.26
3135	545-4-3	Vangsmj?si	3135	545-4-3	8.7014	61.1486	487.03	582	65.05	18.25	27.9	0	1.4	0	4.2	66.5	3.7	4.19
3136	545-4-5	Tyin	3136	545-4-5	8.1411	61.2746	182.26	1220	50.06	33.02	0	0	0.1	4.1	18	77.8	18.1	7.43
3137	604-1-17	Trytetjerna	3137	604-1-17	9.5888	59.586	4.31	652	0.76	0.04	93	0	5	0	0.8	1.2	0.9	0.5
3138	604-2-18	Tverrvatnet	3138	604-2-18	9.6349	59.4799	0.85	987	5.87	0.14	79.2	0	2.6	0	18.2	0	16.4	0.97
3139	605-1-5	Gravvatnet	3139	605-1-5	9.8305	60.4565	1.05	785	2.64	0.04	87.6	0	1	0	3.8	7.6	3.8	0.5
3140	605-2-1	?vre Kollsj?	17888	605-602	9.9097	60.3497	29.63	576		0.29	76.8	0	0.4	0	0.9	21.9	1	0.5
3141	612-5-1	Tyrifjorden	3141	612-5-1	9.9671	59.9301	9954	445	7.93	138.56	58.9	4.6	8.2	0	1.3	27	1.4	0.5
3142	615-2-17	Eitrytetjern	3142	615-2-17	9.435	60.3582	1.24	617	5.98	0.14	15.7	0	4.6	0	13	66.7	11.3	1.1
3143	616-1-10	Kytetjernet	3143	616-1-10	8.9263	60.5789	20.32	429	2.91	0.06	91	0	5.9	0	0.3	2.8	0.3	0.5
3144	616-1-12	F?rkjetjernet	3144	616-1-12	9.0697	60.5116	1.24	471	7.2	0.07	67.2	0	6.3	0	5.5	21	5.7	0.87
3145	616-1-13	Langevatnet	3145	616-1-13	8.7412	60.5096	1.59	584	2.22	0.07	78.7	0	3.9	0	4.5	12.9	4.4	0.5
3146	616-1-26	Hammartj?rnet	3146	616-1-26	8.8056	60.586	0.53	537	2.3	0.07	79.9	0	7.8	0	12.4	-0.1	13.2	0.57
3147	616-1-31	Vardetjernan	3147	616-1-31	8.8872	60.5983	0.84	479	3.81	0.05	86.7	0	5.8	0	4.2	3.3	6	0.5
3148	616-2-6	Ausa	3148	616-2-6	8.7737	60.5619	3.63	580	2.33	0.12	28.2	0	5.6	0	3.4	62.8	3.3	0.5
3149	616-2-20	Belgevatnet	3149	616-2-20	8.7793	60.5799	5.95	545	7.93	0.7	76.7	0	3.8	0	13.3	6.2	11.8	1.71
3150	617-1-19	Nyst?ltj?rni	3150	617-1-19	8.7942	60.7187	0.35	484	2.63	0.06	2.9	0	40	0	17.1	40	17.4	0.95
3151	617-1-23	Metubba	3151	617-1-23	9.0883	60.7873	6.28	416	1.37	0.08	56.9	0	29.4	0	1.2	12.5	1.3	0.5
3152	617-1-28	?rkvatnet	3152	617-1-28	8.98	60.7641	8.1	392	2.82	0.07	79.6	0	11.1	0	9.2	0.1	0.9	0.5
3153	618-1-3	HOH 1456	3153	618-1-3	8.1481	60.9001	6.27	899	5.39	0.07	0	0	0	0	1.1	98.9	1.1	0.5
3154	618-3-1	Vannen	3154	618-3-1	8.7326	60.8417	15.96	655	5.86	1.9	76	0	6	0	12.7	5.3	11.9	1.07
3156	618-3-6	Storevatnet	3156	618-3-6	8.8271	60.8715	90.16	631	12.15	4.88	28.2	0	3.4	0	5.8	62.6	5.4	1.04
3157	619-1-1	Butj?rni	3157	619-1-1	8.6752	60.5686	0.27	583	2.56	0.07	0	0	6.7	0	23.3	70	26.2	1.15
3158	619-2-19	Mefaringen	3158	619-2-19	8.5306	60.5675	3.18	528	6.03	0.63	68.3	0	1.7	0	21	9	19.8	2.26
3159	619-2-33	Austre Fl?runnsvatnet	3159	619-2-33	7.8097	60.8625	1.85	1195	4.42	0.26	0	0	0	0	13	87	14	0.52
3160	619-3-2	Vassfjorden	3160	619-3-2	8.4217	60.6907	177.79	653	8.94	1.34	9	0	0.4	0.1	0.3	90.2	0.8	0.5
3161	619-3-10	Halldalsvatnet	3161	619-3-10	8.479	60.4935	59.36	435	10.03	2.13	79.1	0	1.5	0	3.6	15.8	3.6	0.83
3162	620-1-6	HOH 1760	3162	620-1-6	7.7031	60.6008	1.1	1397	5.95	0.07	0	0	0	0	9.2	90.8	6.4	0.5
3163	620-1-14	HOH 1340	3163	620-1-14	7.7352	60.6416	8.32	1526	6.29	0.08	0	0	0	32.4	1.1	66.5	1	0.5
3164	620-1-15	Skarv?j?rnane	3164	620-1-15	7.7454	60.7041	0.37	1259	1.3	0.06	0	0	0	0	17.6	82.4	16.3	0.5
3165	620-1-21	HOH 1540	3165	620-1-21	7.6962	60.6288	0.22	1419	6.33	0.05	0	0	0	0	45.5	54.5	22.7	1.01
3166	620-3-7	Skurdalsfjorden	3166	620-3-7	8.3155	60.4614	109.2	491	7.35	2.06	32.7	0.5	2.3	0	1.9	62.6	1.9	0.5
3167	620-4-6	?rteren	3167	620-4-6	7.8292	60.4804	75.58	1023	2.47	10.46	0	0	1.2	0	14.6	84.2	13.8	0.5
3168	621-1-27	Fl?atna	3168	621-1-27	9.1877	60.2009	4.45	622	2.73	0.07	82.1	0	1.7	0	1.7	14.5	1.6	0.5
3169	621-3-5	Soneren	3169	621-3-5	9.5898	60.0415	680.38	595	20.11	6.49	87.7	0.1	0.1	0	1.2	10.9	1	0.5
3170	622-2-43	Trytetjern	3170	622-2-43	9.7678	60.2127	4.19	527	9.54	0.17	94.8	0	0.7	0	4.2	0.3	4.1	0.73
3171	622-4-4	Kr?deren	3171	622-4-4	9.7834	60.1231	5079.2	498	30.45	42.88	41.3	1.9	4.4	0	0.8	51.6	0.8	0.52
3173	624-1-8	Gr?ntjern	3173	624-1-8	9.7124	59.7121	2.2	512	6.43	0.07	94	0	2.5	0	3	0.5	3.2	0.5
3174	624-1-55	Br?avatnet	3174	624-1-55	9.8559	59.6385	0.92	553	7.86	0.06	91.8	0	1.2	0	7.1	-0.1	6.5	0.93
3175	624-2-23	Skogsvatnet	3175	624-2-23	9.9377	59.8229	2.01	493	6.7	0.13	91.5	0	0.6	0	7.9	0	6.5	0.88
3176	624-4-5	Eikeren	3176	624-4-5	9.8446	59.6999	343.72	288	85.17	27.02	83.2	0.3	0.7	0	9.9	5.9	7.9	23.25
3177	631-1-4	Nydammen	3177	631-1-4	9.4672	59.7452	0.12	763	2.44	0.04	60	0	13.3	0	26.7	0	34.7	1.11
3178	631-2-29	Tryttjern	3178	631-2-29	9.6599	59.8818	1.28	631	5.07	0.1	89.2	0	2.5	0	8.3	0	7.8	0.63
3179	632-1-20	Trytetj?rn	3179	632-1-20	9.3759	59.9837	0.57	665	7.14	0.06	71.7	0	5	0	11.7	11.6	10.5	1.12
3180	633-1-11	?vre Halstj?rnane	3180	633-1-11	8.1806	60.257	3.09	679	1.34	0.09	0	0	1.1	0	2.3	96.6	2.9	0.5
3181	633-1-16	HOH 1217	3181	633-1-16	7.7333	60.2236	7.09	781	0.42	0.04	0	0	6.9	0	0.5	92.6	0.6	0.5
3182	633-1-18	HOH 1250	3182	633-1-18	8.6188	60.3081	1.69	775	1.58	0.09	0	0	0.6	0	5	94.4	5.3	0.5
3183	633-1-29	Tj?rngr?tj?rnane	3183	633-1-29	8.3479	60.3612	0.8	546	3.67	0.04	0	0	4.2	0	5.6	90.2	5	0.5
3184	633-1-30	S?enattj?rnan	3184	633-1-30	9.135	60.3598	4.56	557	4.28	0.04	23.9	0	0.9	0	0.9	74.3	0.9	0.5
3185	633-2-2	Frygnevatnet	3185	633-2-2	8.6371	60.3934	18.33	528	5.11	0.32	60.5	0	16	0	1.7	21.8	1.7	0.5
3186	633-2-4	Gr?settj?rni	3186	633-2-4	9.0833	60.3672	2.52	525	2.98	0.11	5.8	0	3.8	0	4.2	86.2	4.4	0.5
3187	633-2-8	Vestre S?ltj?rni	3187	633-2-8	8.2431	60.1843	15.19	679	1.96	0.38	0	0	4	0	9.1	86.9	2.5	0.5
3188	633-2-11	?vre Nutetj?rnane	3188	633-2-11	8.3669	60.1928	1.56	716	5.6	0.22	0	0	0	0	21.4	78.6	14.1	1.1
3189	633-2-13	Holmevatni	3189	633-2-13	8.9416	60.4254	4.6	566	7.12	0.76	0	0	2.2	0	16.5	81.3	16.5	2.08
3190	633-2-21	Fl??j?rni	3190	633-2-21	8.5191	60.2412	21.05	715	2.01	0.12	0	0	0.7	0	0.6	98.7	0.6	0.5
3191	633-2-24	Vegardhovdtj?rnan	3191	633-2-24	7.8227	60.1436	6.03	803	1.43	0.19	0	0	1.7	0	3	95.3	3.2	0.5
3192	633-2-25	HOH 1065	3192	633-2-25	9.1111	60.3146	3.02	607	6.84	0.1	0.3	0	3.3	0	3.3	93.1	3.3	0.5
3193	633-3-14	Krossvatnet	3193	633-3-14	8.0063	60.2569	408.44	576	2.05	1.61	0	0	0.2	0	0.4	99.4	0.4	0.5
3194	633-4-8	Langesj?en	3194	633-4-8	7.8736	60.2598	128.74	739	4.8	10.78	0	0	1.6	0	8.4	90	8.4	0.54
3195	709-1-5	B?sr?dtjernet	3195	709-1-5	9.8598	59.0194	2.6	692	6.17	0.09	94.3	0	1.8	0	3.9	0	3.5	0.5
3196	714-3-5	Bergsvatnet	3196	714-3-5	10.0462	59.5958	179.13	715	11.03	3.06	87.4	0.6	0.6	0	2.1	9.3	1.7	0.5
3197	720-2-1	Gjennestadvatnet	3197	720-2-1	10.2516	59.233	3.95	627	4.64	0.25	56.6	28.2	5.5	0	9.7	0	6.3	0.5
3198	728-1-3	Solbergvatnet	3198	728-1-3	9.9892	59.3324	3.6	847	4.24	0.06	93.8	0	1	0	3.9	1.3	1.7	0.5
3199	728-1-6	Rosovatnet	3199	728-1-6	10.012	59.4016	5.49	788	5.61	0.04	93.9	0	4.3	0	0.8	1	0.7	0.5
3200	806-2-23	Holmevatn	3200	806-2-23	9.5906	59.45	4.19	1031	6.85	0.17	71.1	0	3.4	0	4.5	21	4.1	0.5
3201	807-1-36	Vassenden	3201	807-1-36	9.3491	59.5997	14.56	526	2.09	0.06	94.8	0	2.3	0	0.4	2.5	0.4	0.5
3203	807-3-1	S?nstevatn	3203	807-3-1	9.1502	59.707	42.65	549	7.94	2.54	82	0	1.5	0	6.1	10.4	6	0.86
3204	807-4-1	Heddalsvatnet	3204	807-4-1	9.3077	59.4358	5357.15	607	33.34	13.39	29.1	1.1	0.3	0	0.3	69.2	0.2	0.5
3205	814-2-4	Grummestadvatnet	3205	814-2-4	9.463	58.9391	62.4	858	15.49	0.84	90.4	0.2	0.6	0	1.4	7.4	1.3	0.5
3206	815-1-29	HOH 50	3206	815-1-29	9.2809	58.892	2.06	906	5.93	0.07	80.7	14.6	1	0	3.6	0.1	3.4	0.5
3207	815-2-27	L?nstravatnet	3207	815-2-27	9.2528	58.8743	3.41	912	8.97	0.18	90	0	3.4	0	5.6	1	5.3	0.52
3208	815-3-8	Leivatnet	3208	815-3-8	9.327	58.7625	47.93	715	14.78	1.39	89.9	0.5	0.4	0	2.4	6.8	2.9	0.6
3209	817-1-14	Teksle	3209	817-1-14	9.1509	59.0228	1.79	719	3.67	0.06	92.2	0	2.2	0	3.3	2.3	3.3	0.5
3210	817-1-33	Store Kyrsvatnet	3210	817-1-33	9.1194	59.1003	7.51	727	6.14	0.08	95.2	0	0.8	0	1.1	2.9	1.1	0.5
3211	817-1-34	HOH 70	3211	817-1-34	9.2073	59.003	1.05	767	3.16	0.06	82.5	0	0	0	17.5	0	5.7	0.5
3212	817-1-38	Signevatnet	3212	817-1-38	9.1218	59.1502	2.05	794	5.45	0.08	92.4	0	1.5	0	4.1	2	3.9	0.5
3213	817-1-43	Skultrevatnet	3213	817-1-43	9.2688	59.0716	1.51	772	4.86	0.04	92.1	0	3.6	0	3.6	0.7	2.6	0.5
3214	817-1-72	Dei store tj?rnane	3214	817-1-72	8.6851	59.0719	0.32	1192	2.27	0.04	11.4	0	5.7	0	17.1	65.8	12.7	0.5
3215	817-2-61	Sandvatnet	3215	817-2-61	8.7473	59.0873	3.87	1058	9.63	0.61	78.1	0	1.6	0	16.7	3.6	15.8	1.43
3217	819-2-13	Prestevatnet	3217	819-2-13	9.2064	59.1661	3.11	784	11.76	0.26	87.6	0	0.7	0	9	2.7	8.4	1.25
3218	819-2-14	B?vatnet	3218	819-2-14	9.2303	59.1422	28.04	759	12.63	0.72	92.7	0	1.1	0	2.7	3.5	2.6	0.5
3219	819-3-17	Store B?rten	3219	819-3-17	9.2312	59.1718	87.77	733	22.67	1.09	91.9	0	1	0	2	5.1	1.2	0.5
3220	822-2-11	B?rtevatn	3220	822-2-11	9.3562	59.4087	4.89	699	17.93	0.25	80.5	0	0.6	0	5.1	13.8	5.1	1.31
3221	826-1-7	Vesle Flottetj?rn	3221	826-1-7	8.5213	59.9798	2.34	822	2.76	0.09	0	0	0	0	2.3	97.7	3.9	0.5
3222	826-1-16	Svarttj?rn	3222	826-1-16	8.8587	59.8923	0.46	768	8.26	0.06	0	0	0	0	20	80	13.1	1.4
3223	826-1-17	HOH 1162	3223	826-1-17	8.4932	59.9631	7.77	829	3.81	0.08	0	0	0	0	15.3	84.7	1	0.5
3224	826-1-18	Fikstj?rn	3224	826-1-18	8.6182	59.8511	0.85	858	4.73	0.07	42.9	0	0	0	14.3	42.8	8.3	0.5
3225	826-1-20	Grysletj?rn	3225	826-1-20	8.593	59.9736	0.46	844	3.68	0.09	0	0	0	0	12.5	87.5	19.5	0.85
3226	826-1-25	HOH 1335	3226	826-1-25	8.0369	60.1576	0.87	840	2.8	0.07	0	0	2.6	0	7.7	89.7	8.1	0.5
3227	826-1-28	Storsteinvatnet	3227	826-1-28	8.3501	59.7936	0.99	699	4.25	0.06	10.8	0	2.4	0	5.4	81.4	6.1	0.5
3228	826-1-30	Ormetj?rn	3228	826-1-30	8.5085	59.9029	0.91	783	1.55	0.06	0	0	2.2	0	4.8	93	6.6	0.5
3229	826-1-35	Langtj?rn	3229	826-1-35	8.4071	60.0246	1.08	758	3.05	0.04	0	0	1.9	0	3.8	94.3	3.7	0.5
3230	826-1-39	Torjustj?rn	3230	826-1-39	8.4822	59.9434	0.26	829	2.03	0.05	0	0	0	0	14.3	85.7	19.6	0.5
3231	826-2-6	Viktj?rn	3231	826-2-6	8.1406	60.1135	3.03	835	5.54	0.4	0	0	0	0	12.9	87.1	13.2	0.88
3232	826-2-24	Longetj?rn	3232	826-2-24	8.7693	59.8919	0.84	804	3.59	0.15	34.3	0	22.9	0	10.9	31.9	17.8	0.79
3233	826-3-9	Sandvatn	17957	826-605	9.0954	59.7934	122.59	718		1.33	114.75	0.5	3.2	0	0	-18.45	1.1	0.5
3234	827-1-23	Lysetj?rn	3234	827-1-23	8.4562	59.7925	14.61	1050	3.17	0.07	3.5	0	3.5	0	0.4	92.6	0.5	0.5
3235	827-1-41	HOH 1102	3235	827-1-41	8.4582	59.8168	2.05	955	5.55	0.05	0	0	5	0	2.5	92.5	2.4	0.5
3236	827-2-32	Sjausetvatnet	3236	827-2-32	8.8046	59.6805	3.78	807	7.63	0.15	53.8	0	12.3	0	10.8	23.1	4	0.5
3237	827-3-23	Heddevatnet	3237	827-3-23	8.6159	59.819	29.96	989	14.46	1.05	47.1	0	3.6	0	4	45.3	3.5	0.51
3238	827-3-26	Sj?atnet	3238	827-3-26	8.8581	59.8314	37.99	958	16.45	6.56	39.7	0	7.1	0	22.9	30.3	17.3	2.96
3239	828-1-22	Sandtj?rni	3239	828-1-22	8.386	59.7755	2.53	1010	3.95	0.05	0	0	3.6	0	2.9	93.5	2	0.5
3240	828-2-9	P?buvatnet	17966	828-603	8.6651	59.4071	6.96	751		0.56	66.4	0	0	0	8	25.6	8	0.5
3241	828-2-25	Grotvatni	3241	828-2-25	8.3604	59.7375	6.94	1112	4.05	0.18	0	0	4	0	3.4	92.6	2.6	0.5
3242	829-1-46	Stest?yltj?rni	3242	829-1-46	8.3015	59.382	1.37	598	4.47	0.05	90.9	0	7.1	0	1.9	0.1	3.7	0.5
3243	829-2-59	Bj?rntj?rn	3243	829-2-59	8.2535	59.3027	1.78	844	8.98	0.15	21.5	0	0	0	7.9	70.6	8.4	0.9
3244	829-4-6	Kvitseidvatnet	3244	829-4-6	8.6623	59.3205	2970.46	798	81.2	13.34	20	0.8	16.7	0	0.5	62	0.4	0.5
3245	830-2-26	Maavatn	15705	830-26	8.6301	59.208	3.26	799		0.73	76.7	0	0	0	20.3	3	22.4	0.5
3246	831-1-26	Snotj?rnane	3246	831-1-26	7.7663	59.1383	1.51	1206	2.13	0.05	0	0	4.7	0	7	88.3	3.3	0.5
3247	831-2-3	?vre Selbuvatn	3247	831-2-3	7.9759	58.9723	2.39	1188	6.86	0.17	84.1	0	4.2	0	5.9	5.8	7.1	0.5
3248	831-2-15	Grimvatn	3248	831-2-15	7.9527	59.1872	5.7	872	8.1	0.21	84.1	0	3.6	0	3.8	8.5	3.7	0.5
3249	831-2-29	Tussetj?rn	3249	831-2-29	7.8651	59.1643	7.26	1079	4.41	0.14	21.5	0	2	0	2	74.5	1.9	0.5
3250	831-2-60	Kr?est?ltj?rn	3250	831-2-60	7.9915	59.0089	4.71	1155	14.93	0.42	76.6	0	2.2	0	7.8	13.4	8.9	1.15
3251	831-3-20	Mj?atn	17988	831-15	7.9981	59.3109	11.7	894		1.15	66.3	0	5.9	0	11.2	16.6	9.8	0.5
3252	831-3-32	Sandvatnet	3252	831-3-32	8.2371	59.2151	9.28	886	21.19	1.38	63.3	0	1.1	0	14.5	21.1	14.9	3.56
3253	831-4-8	Fyresvatnet	3253	831-4-8	8.2681	59.0094	875.75	929	94.58	49.63	42.3	0.6	1.7	0	6.6	48.8	5.7	5.77
3254	833-1-21	Grunntj?rn	3254	833-1-21	8.2674	59.5577	0.44	824	5.19	0.06	66.7	0	0	0	12.8	20.5	13.6	0.86
3255	833-2-16	Kambetj?rn	3255	833-2-16	7.7654	59.3731	2.43	1158	6.43	0.29	78.4	0	4	0	11.2	6.4	11.9	0.66
3256	833-2-30	Kj?nnesviksvatnet	3256	833-2-30	7.7161	59.3445	11.16	1271	13.77	0.84	40.9	0	0.6	0	7.6	50.9	7.5	0.82
3257	833-3-3	?livatn	3257	833-3-3	8.0412	59.3839	38.05	798	8.39	1.18	88.7	1.3	2.9	0	3.1	4	3.1	0.5
3258	834-1-2	Langetj?rn	3258	834-1-2	7.5203	59.7163	3.34	1013	2.68	0.04	89	0	2.1	0	1.4	7.5	1.2	0.5
3259	834-1-6	HOH 1387	3259	834-1-6	7.3867	59.984	0.37	1540	4.17	0.08	0	0	0	0	16.7	83.3	21.8	0.59
3260	834-2-2	Midtre Supsavatn	3260	834-2-2	7.6942	59.6221	20.66	1686	14.41	0.26	0	0	0.6	0	1.3	98.1	1.3	0.5
3261	834-2-5	Vonevatn	3261	834-2-5	7.6942	59.8393	2	1324	5.78	0.21	0	0	1.6	0	10.9	87.5	10.5	0.5
3262	834-2-8	Fetveittj?rn	3262	834-2-8	7.8777	59.6257	2.06	894	5.13	0.14	90.4	0	2.1	0	7.4	0.1	6.8	0.5
3263	834-2-10	Straumst?ltj?rn	3263	834-2-10	7.6933	59.7324	1.61	956	6.29	0.1	1.8	0	0	0	6	92.2	6.2	0.5
3264	834-2-12	Torstj?rni	3264	834-2-12	7.993	60.0363	2.02	934	7.3	0.39	0	0	1.1	0	19.7	79.2	19.3	1.51
